SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS
67291,"1,2",I am a 69-year-old man. I was born in Florida. I am a Electrician. I made $37K last year.,I live with my female partner.,"We live in Arkansas. We live in a house built in the 2010s with 1 bedrooms. We own our home. our annual property taxes are $ 1,600 - 1,699.","2: My female partner is 64-year-old. She was born in Arkansas. She is a Shipping, receiving, and inventory clerk. She made $21K last year."
1233141,"1,2",I am a 48-year-old man. I was born in South Carolina. I am a Industrial and refractory machinery mechanic. I made $45K last year. I drive to work. I leave for work at around 7:02 AM. It takes me about 10 minutes to get to work.,I live with my female partner.,"We live in the Greenville-Anderson-Greer, South Carolina area. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,000 - 2,099.",2: My female partner is 45-year-old. She was born in South Carolina. She is a psychologist. She made $61K last year. She studied Social Work. she leaves for work at around 7:02 AM. It takes her about 10 minutes to get to work.
830111,"1,2,3,4",I am a 37-year-old man. I was born in Arizona. I am a Entertainment and recreation manager. I made $70K last year. I drive to work. I leave for work at around 6:05 PM. It takes me about 20 minutes to get to work.,"I live with my daughter, my mother, and my sister.","We live in the Las Vegas-Henderson-North Las Vegas, Nevada area. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,000 - 2,099.",2: My daughter is 10-year-old. She was born in Nevada. | 3: My sister is 47-year-old. She was born in Arizona. She is a Cook. She made $24K last year. she leaves for work at around 6:32 AM. It takes her about 25 minutes to get to work. | 4: My mother is 69-year-old. She was born in Mexico. She is a Cook. She made $16K last year.
377344,"1,2",I am a 41-year-old man. I was born in Syria. I am a Software developer. I did not have personal income last year. I studied General Business in college.,I live with my female partner.,"We live in the North Port-Bradenton-Sarasota, Florida area. We live in a 20-49 family building built in the 2010s with 2 bedrooms. We rent.",2: My female partner is 38-year-old. She was born in Vietnam. She is a Customer service representative. She did not have personal income last year. She studied General Medical and Health Services.
550393,"1,2,3,4,5,6","I am a 38-year-old woman. I was born in Iowa. I have been looking for work. I am a Inspector, tester, sorter, sampler, and weigher. I made $25K last year.",I live with my son and 3 daughters and my female partner.,We live in Iowa. We live in a house built in the 1960s with 4 bedrooms. We rent.,2: My female partner is 31-year-old. She was born in Nebraska. she have been looking for work. She is a Nursing assistant. She did not have personal income last year. | 3: My daughter is 12-year-old. She was born in Nebraska. | 4: My son is 10-year-old. He was born in Nebraska. | 5: My daughter is 9-year-old. She was born in Nebraska. | 6: My daughter is 7-year-old. She was born in Nebraska.
277252,"1,2,3,4","I am a 56-year-old man. I was born in West Indies. I am a Model maker, patternmaker, and molding machine setter, metal and plastic. I made $85K last year. I drive to work. I leave for work at around 7:17 AM. It takes me about 30 minutes to get to work.","I live with my daughter, my stepdaughter, and my female partner.","We live in the Hartford-West Hartford-East Hartford, Connecticut area. We live in a house built in the 1970s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $5500 - 5999.","2: My female partner is 41-year-old. She was born in West Indies. She is a Software developer. She made $70K last year. She studied Economics. she leaves for work at around 7:32 AM. It takes her about 45 minutes to get to work. | 3: My daughter is 27-year-old. She was born in West Indies. She is a Laborer and freight, stock, and material mover, hand. She made $40.9K last year. she leaves for work at around 9:07 AM. It takes her about 5 minutes to get to work. | 4: My stepdaughter is 24-year-old. She was born in Connecticut. She is a Nursing assistant. She made $23K last year. she leaves for work at around 4:05 PM. It takes her about 5 minutes to get to work."
420304,"1,2,3,4,5,6,7",I am a 53-year-old woman. I was born in Georgia. I am a Retail supervisor. I made $55K last year. I drive to work. I leave for work at around 2:15 AM. It takes me about 35 minutes to get to work.,"I live with my daughter, my grandson and 2 granddaughters, my brother, and my female roommate.","We live in the Atlanta-Sandy Springs-Roswell, Georgia area. We live in a house built in the 1960s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,500 - 2,599.",2: My daughter is 32-year-old. She was born in Georgia. She is a teacher and instructor. She made $1K last year. | 3: My brother is 57-year-old. He was born in Georgia. He made $13K last year. | 4: My granddaughter is 13-year-old. She was born in Georgia. | 5: My grandson is 9-year-old. He was born in Georgia. | 6: My granddaughter is 7-year-old. She was born in Georgia. | 7: My female roommate is 55-year-old. She was born in Pennsylvania. She is a Stocker and order filler. She made $34.7K last year. she leaves for work at around 10:05 AM. It takes her about 40 minutes to get to work.
1372573,"1,2,3,4",I am a 71-year-old man. I was born in Texas. I am a Sales supervisor. I made $20.4K last year. I studied Business Management and Administration in college.,"I live with my son, my adopted daughter, and my female roommate.","We live in the San Antonio-New Braunfels, Texas area. We live in a house built in the 1970s. We own our home. our annual property taxes are $ 3,000 - 3,099.",2: My son is 27-year-old. He was born in Texas. He works as a Cost estimator. He made $41.6K last year. He studied Psychology. he leaves for work at around 6:32 AM. It takes him about 30 minutes to get to work. | 3: My adopted daughter is 12-year-old. She was born in Texas. | 4: My female roommate is 61-year-old. She has trouble with her hearing. She was born in Texas. She is a Billing and posting clerk. She made $30K last year. she leaves for work at around 6:32 AM. It takes her about 30 minutes to get to work.
587638,"1,2,3,4,5",I am a 63-year-old woman. I was born in Tennessee. I am a Registered nurse. I made $98K last year. I drive to work. I leave for work at around 6:35 PM. It takes me about 30 minutes to get to work.,"I live with my daughter, my grandson and my granddaughter, and my son-in-law.",We live in Kentucky. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home.,"2: My daughter is 28-year-old. She was born in Texas. She is a Bookkeeping, accounting, and auditing clerk. She made $15.8K last year. she leaves for work at around 7:47 AM. It takes her about 10 minutes to get to work. | 3: My grandson is 7-year-old. He was born in Kentucky. | 4: My granddaughter is 2-year-old. She was born in Kentucky. | 5: My child-in-law is 27-year-old. He is a veteran. He was born in Oregon. He works as a truck driver. He made $48K last year. he leaves for work at around 5:32 AM. It takes him about 30 minutes to get to work."
379791,"1,2",I am a 67-year-old man. I was born in Indiana. I am a Facilities manager. I made $109K last year. I studied Food Science in college. I drive to work. I leave for work at around 7:02 AM. It takes me about 50 minutes to get to work.,I live with my female partner.,"We live in the Orlando-Kissimmee-Sanford, Florida area. We live in a mobile home or trailer built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,200 - 3,299; We also have a 2nd mortgage.",2: My female partner is 65-year-old. She was born in Iowa. She is a Receptionist. She made $39K last year. she leaves for work at around 7:02 AM. It takes her about 50 minutes to get to work.
619713,"1,2,3","I am a 66-year-old woman. I was born in Maine. I am a Laborer and freight, stock, and material mover, hand. I made $21K last year. I drive to work. I leave for work at around 3:45 AM. It takes me about 15 minutes to get to work.",I live with my granddaughter and another male non-relative.,"We live in the Portland-South Portland, Maine area. We live in a house built in the 1940s with 3 bedrooms. We own our home. our annual property taxes are $ 2,500 - 2,599.","2: My granddaughter is 31-year-old. She was born in Maine. She is a Cook. She made $7K last year. | 3: My other non-relatives is 42-year-old. He is a veteran. He was born in Massachusetts. He works as a Brickmason, blockmason, stonemason, and reinforcing iron and rebar worker. He made $1.6K last year. He studied Philosophy and Religious Studies."
